Model,MDO34
-1.136e+00,-0.05
-1.132e+00,0.03
-1.128e+00,0.03
-1.124e+00,0.05
-1.120e+00,0.03
-1.116e+00,0.01
-1.112e+00,-0.05
-1.108e+00,0.03
-1.104e+00,0.05
-1.100e+00,0.05
-1.096e+00,0.01
-1.092e+00,0.01
-1.088e+00,0.03
-1.084e+00,0.05
-1.080e+00,0.01
-1.076e+00,0.03
-1.072e+00,0.01
-1.068e+00,-0.03
-1.064e+00,-0.01
-1.060e+00,0.01
-1.056e+00,-0.01
-1.052e+00,-0.05
-1.048e+00,-0.05
-1.044e+00,-0.05
-1.040e+00,-0.01
-1.036e+00,-0.01
-1.032e+00,-0.07
-1.028e+00,-0.05
-1.024e+00,-0.09
-1.020e+00,-0.05
-1.016e+00,-0.01
-1.012e+00,0.01
-1.008e+00,-0.01
-1.004e+00,-0.03
-1.000e+00,-0.01
-9.960e-01,0.03
-9.920e-01,0.03
-9.880e-01,0.03
-9.840e-01,0.03
-9.800e-01,-0.01
-9.760e-01,0.05
-9.720e-01,0.09
-9.680e-01,0.05
-9.640e-01,0.05
-9.600e-01,0.05
-9.560e-01,0.05
-9.520e-01,0.09
-9.480e-01,0.05
-9.440e-01,-0.93
-9.400e-01,-0.67
-9.360e-01,-0.53
-9.320e-01,-0.31
-9.280e-01,-0.21
-9.240e-01,-0.21
-9.200e-01,-0.13
-9.160e-01,-0.13
-9.120e-01,-0.09
-9.080e-01,-0.07
-9.040e-01,-0.13
-9.000e-01,-0.13
-8.960e-01,-0.23
-8.920e-01,-0.19
-8.880e-01,-0.21
-8.840e-01,-0.23
-8.800e-01,-0.23
-8.760e-01,-0.25
-8.720e-01,-0.29
-8.680e-01,-0.33
-8.640e-01,-0.29
-8.600e-01,-0.21
-8.560e-01,-0.11
-8.520e-01,-0.09
-8.480e-01,-0.13
-8.440e-01,-0.01
-8.400e-01,0.03
-8.360e-01,-0.01
-8.320e-01,0.07
-8.280e-01,0.05
-8.240e-01,0.11
-8.200e-01,0.13
-8.160e-01,0.15
-8.120e-01,0.15
-8.080e-01,0.11
-8.040e-01,0.11
-8.000e-01,0.13
-7.960e-01,0.17
-7.920e-01,0.17
-7.880e-01,0.13
-7.840e-01,0.11
-7.800e-01,0.09
-7.760e-01,0.11
-7.720e-01,0.11
-7.680e-01,0.13
-7.640e-01,0.11
-7.600e-01,0.07
-7.560e-01,0.07
-7.520e-01,0.11
-7.480e-01,0.07
-7.440e-01,-1.31
-7.400e-01,-1.15
-7.360e-01,-0.71
-7.320e-01,-0.43
-7.280e-01,-0.27
-7.240e-01,-0.13
-7.200e-01,-0.03
-7.160e-01,-0.03
-7.120e-01,0.09
-7.080e-01,0.09
-7.040e-01,0.13
-7.000e-01,0.11
-6.960e-01,0.09
-6.920e-01,0.11
-6.880e-01,0.15
-6.840e-01,0.11
-6.800e-01,0.13
-6.760e-01,0.11
-6.720e-01,0.11
-6.680e-01,0.15
-6.640e-01,0.15
-6.600e-01,0.11
-6.560e-01,0.11
-6.520e-01,0.09
-6.480e-01,0.01
-6.440e-01,0.07
-6.400e-01,0.05
-6.360e-01,0.05
-6.320e-01,0.03
-6.280e-01,0.03
-6.240e-01,0.05
-6.200e-01,0.03
-6.160e-01,0.01
-6.120e-01,0.05
-6.080e-01,0.05
-6.040e-01,-0.01
-6.000e-01,0.09
-5.960e-01,0.09
-5.920e-01,0.07
-5.880e-01,0.09
-5.840e-01,0.07
-5.800e-01,0.15
-5.760e-01,0.11
-5.720e-01,0.11
-5.680e-01,0.11
-5.640e-01,0.09
-5.600e-01,0.01
-5.560e-01,0.15
-5.520e-01,0.17
-5.480e-01,0.19
-5.440e-01,-0.97
-5.400e-01,-1.17
-5.360e-01,-0.95
-5.320e-01,-0.77
-5.280e-01,-0.59
-5.240e-01,-0.41
-5.200e-01,-0.29
-5.160e-01,-0.19
-5.120e-01,-0.19
-5.080e-01,-0.17
-5.040e-01,-0.13
-5.000e-01,-0.15
-4.960e-01,-0.17
-4.920e-01,-0.19
-4.880e-01,-0.25
-4.840e-01,-0.21
-4.800e-01,-0.27
-4.760e-01,-0.31
-4.720e-01,-0.33
-4.680e-01,-0.41
-4.640e-01,-0.39
-4.600e-01,-0.37
-4.560e-01,-0.37
-4.520e-01,-0.17
-4.480e-01,-0.11
-4.440e-01,-0.09
-4.400e-01,-0.01
-4.360e-01,0.05
-4.320e-01,0.09
-4.280e-01,0.11
-4.240e-01,0.13
-4.200e-01,0.15
-4.160e-01,0.19
-4.120e-01,0.21
-4.080e-01,0.21
-4.040e-01,0.19
-4.000e-01,0.19
-3.960e-01,0.19
-3.920e-01,0.15
-3.880e-01,0.13
-3.840e-01,0.15
-3.800e-01,0.15
-3.760e-01,0.17
-3.720e-01,0.21
-3.680e-01,0.19
-3.640e-01,0.21
-3.600e-01,0.23
-3.560e-01,0.19
-3.520e-01,0.19
-3.480e-01,0.13
-3.440e-01,0.13
-3.400e-01,0.11
-3.360e-01,0.19
-3.320e-01,0.15
-3.280e-01,0.11
-3.240e-01,0.11
-3.200e-01,0.09
-3.160e-01,0.09
-3.120e-01,0.11
-3.080e-01,0.05
-3.040e-01,0.01
-3.000e-01,-0.03
-2.960e-01,0.01
-2.920e-01,-0.01
-2.880e-01,-0.03
-2.840e-01,-0.09
-2.800e-01,-0.13
-2.760e-01,-0.15
-2.720e-01,-0.09
-2.680e-01,-0.05
-2.640e-01,0.01
-2.600e-01,0.11
-2.560e-01,0.13
-2.520e-01,0.19
-2.480e-01,0.19
-2.440e-01,0.27
-2.400e-01,0.31
-2.360e-01,0.29
-2.320e-01,0.25
-2.280e-01,0.27
-2.240e-01,0.25
-2.200e-01,0.27
-2.160e-01,0.17
-2.120e-01,0.13
-2.080e-01,0.05
-2.040e-01,0.09
-2.000e-01,0.07
-1.960e-01,0.05
-1.920e-01,0.05
-1.880e-01,0.05
-1.840e-01,0.09
-1.800e-01,0.09
-1.760e-01,0.17
-1.720e-01,0.25
-1.680e-01,0.21
-1.640e-01,-1.33
-1.600e-01,-1.65
-1.560e-01,-1.23
-1.520e-01,-0.97
-1.480e-01,-0.79
-1.440e-01,-0.61
-1.400e-01,-0.55
-1.360e-01,-0.49
-1.320e-01,-0.45
-1.280e-01,-0.29
-1.240e-01,-0.23
-1.200e-01,-0.13
-1.160e-01,-0.13
-1.120e-01,-0.07
-1.080e-01,-0.03
-1.040e-01,0.01
-1.000e-01,0.07
-9.600e-02,0.07
-9.200e-02,0.05
-8.800e-02,0.07
-8.400e-02,0.15
-8.000e-02,0.15
-7.600e-02,0.15
-7.200e-02,0.15
-6.800e-02,0.11
-6.400e-02,0.11
-6.000e-02,0.11
-5.600e-02,0.13
-5.200e-02,0.13
-4.800e-02,0.13
-4.400e-02,0.13
-4.000e-02,0.09
-3.600e-02,0.13
-3.200e-02,0.13
-2.800e-02,0.13
-2.400e-02,0.11
-2.000e-02,0.09
-1.600e-02,0.11
-1.200e-02,0.13
-8.000e-03,0.11
-4.000e-03,0.11
2.000e-15,0.11
4.000e-03,0.13
8.000e-03,0.17
1.200e-02,0.13
1.600e-02,0.11
2.000e-02,0.13
2.400e-02,0.13
2.800e-02,0.11
3.200e-02,0.13
3.600e-02,0.11
4.000e-02,0.11
4.400e-02,0.11
4.800e-02,0.07
5.200e-02,0.15
5.600e-02,0.15
6.000e-02,0.13
6.400e-02,0.11
6.800e-02,0.13
7.200e-02,0.13
7.600e-02,0.07
8.000e-02,0.11
8.400e-02,0.15
8.800e-02,0.13
9.200e-02,0.11
9.600e-02,0.13
1.000e-01,0.13
1.040e-01,0.07
1.080e-01,0.05
1.120e-01,0.11
1.160e-01,0.11
1.200e-01,0.09
1.240e-01,0.07
1.280e-01,0.03
1.320e-01,0.03
1.360e-01,0.03
1.400e-01,0.05
1.440e-01,0.03
1.480e-01,0.05
1.520e-01,0.01
1.560e-01,0.01
1.600e-01,0.01
1.640e-01,0.03
1.680e-01,0.03
1.720e-01,0.05
1.760e-01,0.03
1.800e-01,0.17
1.840e-01,0.17
1.880e-01,0.43
1.920e-01,0.23
1.960e-01,0.23
2.000e-01,0.25
2.040e-01,0.15
2.080e-01,0.09
2.120e-01,0.23
2.160e-01,0.21
2.200e-01,0.21
2.240e-01,0.21
2.280e-01,0.17
2.320e-01,0.13
2.360e-01,0.21
2.400e-01,0.21
2.440e-01,0.21
2.480e-01,0.21
2.520e-01,0.19
2.560e-01,0.19
2.600e-01,0.19
2.640e-01,0.19
2.680e-01,0.21
2.720e-01,0.19
2.760e-01,0.19
2.800e-01,0.17
2.840e-01,0.19
2.880e-01,0.17
2.920e-01,0.19
2.960e-01,0.19
3.000e-01,0.19
3.040e-01,0.17
3.080e-01,0.15
3.120e-01,0.17
3.160e-01,0.15
3.200e-01,0.17
3.240e-01,0.17
3.280e-01,0.17
3.320e-01,0.15
3.360e-01,0.13
3.400e-01,0.15
3.440e-01,0.13
3.480e-01,0.13
3.520e-01,0.13
3.560e-01,0.13
3.600e-01,0.13
3.640e-01,0.11
3.680e-01,0.13
3.720e-01,0.11
3.760e-01,0.11
3.800e-01,0.11
3.840e-01,0.13
3.880e-01,0.11
3.920e-01,0.11
3.960e-01,0.09
4.000e-01,0.11
4.040e-01,0.11
4.080e-01,0.09
4.120e-01,0.13
4.160e-01,0.11
4.200e-01,0.09
4.240e-01,0.07
4.280e-01,0.07
4.320e-01,0.09
4.360e-01,0.11
4.400e-01,0.09
4.440e-01,0.09
4.480e-01,0.09
4.520e-01,0.09
4.560e-01,0.09
4.600e-01,0.09
4.640e-01,0.09
4.680e-01,0.09
4.720e-01,0.09
4.760e-01,0.05
4.800e-01,0.09
4.840e-01,0.09
4.880e-01,0.09
4.920e-01,0.07
4.960e-01,0.09
5.000e-01,0.07
5.040e-01,0.07
5.080e-01,0.07
5.120e-01,0.05
5.160e-01,0.07
5.200e-01,0.03
5.240e-01,0.05
5.280e-01,0.05
5.320e-01,0.07
5.360e-01,0.07
5.400e-01,0.01
5.440e-01,0.07
5.480e-01,0.05
5.520e-01,0.07
5.560e-01,0.05
5.600e-01,0.05
5.640e-01,0.07
5.680e-01,0.07
5.720e-01,0.05
5.760e-01,0.05
5.800e-01,0.05
5.840e-01,0.05
5.880e-01,0.05
5.920e-01,0.05
5.960e-01,0.05
6.000e-01,0.05
6.040e-01,0.03
6.080e-01,0.05
6.120e-01,0.03
6.160e-01,0.05
6.200e-01,0.03
6.240e-01,0.05
6.280e-01,0.05
6.320e-01,0.05
6.360e-01,0.05
6.400e-01,0.05
6.440e-01,0.05
6.480e-01,0.03
6.520e-01,0.03
6.560e-01,0.07
6.600e-01,0.05
6.640e-01,0.01
6.680e-01,0.05
6.720e-01,0.03
6.760e-01,0.05
6.800e-01,0.03
6.840e-01,0.03
6.880e-01,0.03
6.920e-01,0.05
6.960e-01,0.05
7.000e-01,0.05
7.040e-01,0.03
7.080e-01,0.03
7.120e-01,0.03
7.160e-01,0.05
7.200e-01,0.01
7.240e-01,0.03
7.280e-01,0.05
7.320e-01,0.03
7.360e-01,0.01
7.400e-01,0.05
7.440e-01,0.03
7.480e-01,0.03
7.520e-01,0.01
7.560e-01,0.03
7.600e-01,0.01
7.640e-01,0.03
7.680e-01,0.03
7.720e-01,0.03
7.760e-01,0.01
7.800e-01,0.01
7.840e-01,0.05
7.880e-01,0.05
7.920e-01,0.03
7.960e-01,0.03
8.000e-01,0.03
8.040e-01,0.03
8.080e-01,0.01
8.120e-01,0.01
8.160e-01,0.03
8.200e-01,0.03
8.240e-01,0.03
8.280e-01,0.01
8.320e-01,0.01
8.360e-01,0.01
8.400e-01,0.01
8.440e-01,0.03
8.480e-01,0.01
8.520e-01,0.03
8.560e-01,0.01
8.600e-01,0.03
8.640e-01,0.01
8.680e-01,0.01
8.720e-01,0.01
8.760e-01,0.01
8.800e-01,0.01
8.840e-01,0.01
8.880e-01,0.01
8.920e-01,0.01
8.960e-01,0.01
9.000e-01,0.01
9.040e-01,0.01
9.080e-01,0.01
9.120e-01,0.01
9.160e-01,0.01
9.200e-01,0.01
9.240e-01,0.03
9.280e-01,0.01
9.320e-01,0.01
9.360e-01,0.01
9.400e-01,0.01
9.440e-01,0.01
9.480e-01,0.01
9.520e-01,0.01
9.560e-01,0.01
9.600e-01,0.03
9.640e-01,0.01
9.680e-01,0.03
9.720e-01,0.01
9.760e-01,0.01
9.800e-01,0.01
9.840e-01,0.01
9.880e-01,0.01
9.920e-01,0.01
9.960e-01,0.01
1.000e+00,0.03
1.004e+00,0.01
1.008e+00,0.01
1.012e+00,0.01
1.016e+00,0.01
1.020e+00,0.01
1.024e+00,0.01
1.028e+00,0.01
1.032e+00,0.03
1.036e+00,0.01
1.040e+00,0.01
1.044e+00,0.01
1.048e+00,0.01
1.052e+00,0.01
1.056e+00,0.01
1.060e+00,0.01
1.064e+00,0.01
1.068e+00,0.01
1.072e+00,0.01
1.076e+00,0.01
1.080e+00,0.01
1.084e+00,0.01
1.088e+00,0.01
1.092e+00,0.01
1.096e+00,0.01
1.100e+00,0.01
1.104e+00,0.01
1.108e+00,0.01
1.112e+00,0.01
1.116e+00,0.01
1.120e+00,0.01
1.124e+00,0.01
1.128e+00,0.01
1.132e+00,0.01
1.136e+00,-0.01
1.140e+00,0.01
1.144e+00,0.01
1.148e+00,0.01
1.152e+00,0.01
1.156e+00,0.01
1.160e+00,0.01
1.164e+00,0.03
1.168e+00,0.01
1.172e+00,0.01
1.176e+00,0.01
1.180e+00,0.01
1.184e+00,0.01
1.188e+00,0.03
1.192e+00,0.01
1.196e+00,0.01
1.200e+00,0.01
1.204e+00,0.01
1.208e+00,0.01
1.212e+00,0.01
1.216e+00,0.01
1.220e+00,0.01
1.224e+00,0.01
1.228e+00,0.01
1.232e+00,0.01
1.236e+00,0.01
1.240e+00,0.01
1.244e+00,0.01
1.248e+00,0.01
1.252e+00,0.01
1.256e+00,0.01
1.260e+00,0.01
1.264e+00,0.01
1.268e+00,0.01
1.272e+00,0.01
1.276e+00,0.01
1.280e+00,0.01
1.284e+00,0.01
1.288e+00,0.01
1.292e+00,0.01
1.296e+00,0.01
1.300e+00,0.03
1.304e+00,0.01
1.308e+00,0.01
1.312e+00,0.01
1.316e+00,0.01
1.320e+00,0.01
1.324e+00,0.01
1.328e+00,0.01
1.332e+00,0.01
1.336e+00,0.01
1.340e+00,0.01
1.344e+00,0.01
1.348e+00,0.01
1.352e+00,0.01
1.356e+00,0.01
1.360e+00,0.01
1.364e+00,0.01
1.368e+00,0.01
1.372e+00,0.01
1.376e+00,0.01
1.380e+00,0.01
1.384e+00,0.01
1.388e+00,0.01
1.392e+00,0.01
1.396e+00,0.01
1.400e+00,0.01
1.404e+00,0.03
1.408e+00,0.01
1.412e+00,0.01
1.416e+00,0.01
1.420e+00,-0.01
1.424e+00,0.01
1.428e+00,0.01
1.432e+00,0.01
1.436e+00,0.01
1.440e+00,-0.01
1.444e+00,0.01
1.448e+00,0.01
1.452e+00,0.01
1.456e+00,0.01
1.460e+00,0.01
1.464e+00,0.01
1.468e+00,0.01
1.472e+00,0.01
1.476e+00,0.01
1.480e+00,0.01
1.484e+00,0.03
1.488e+00,0.01
1.492e+00,0.01
1.496e+00,0.01
1.500e+00,0.01
1.504e+00,0.01
1.508e+00,0.01
1.512e+00,0.01
1.516e+00,0.01
1.520e+00,0.01
1.524e+00,0.01
1.528e+00,0.01
1.532e+00,-0.01
1.536e+00,0.01
1.540e+00,-0.01
1.544e+00,-0.01
1.548e+00,0.01
1.552e+00,-0.03
1.556e+00,0.01
1.560e+00,0.01
1.564e+00,0.01
1.568e+00,0.01
1.572e+00,0.01
1.576e+00,-0.01
1.580e+00,0.01
1.584e+00,0.01
1.588e+00,0.01
1.592e+00,0.01
1.596e+00,0.01
1.600e+00,-0.07
1.604e+00,0.01
1.608e+00,0.01
1.612e+00,0.01
1.616e+00,-0.01
1.620e+00,0.01
1.624e+00,0.01
1.628e+00,0.01
1.632e+00,0.01
1.636e+00,0.01
1.640e+00,0.01
1.644e+00,0.01
1.648e+00,0.01
1.652e+00,0.01
1.656e+00,0.01
1.660e+00,0.01
1.664e+00,0.01
1.668e+00,0.01
1.672e+00,0.01
1.676e+00,0.01
1.680e+00,0.01
1.684e+00,0.01
1.688e+00,0.01
1.692e+00,0.01
1.696e+00,0.01
1.700e+00,0.01
1.704e+00,0.01
1.708e+00,0.01
1.712e+00,0.01
1.716e+00,0.01
1.720e+00,0.01
1.724e+00,0.01
1.728e+00,0.01
1.732e+00,0.01
1.736e+00,0.01
1.740e+00,0.01
1.744e+00,0.01
1.748e+00,0.01
1.752e+00,0.01
1.756e+00,0.01
1.760e+00,0.01
1.764e+00,0.01
1.768e+00,0.01
1.772e+00,-0.01
1.776e+00,0.01
1.780e+00,0.01
1.784e+00,0.01
1.788e+00,0.01
1.792e+00,0.01
1.796e+00,0.01
1.800e+00,0.01
1.804e+00,0.01
1.808e+00,0.01
1.812e+00,0.01
1.816e+00,0.01
1.820e+00,0.01
1.824e+00,0.01
1.828e+00,0.01
1.832e+00,0.03
1.836e+00,0.01
1.840e+00,0.01
1.844e+00,0.01
1.848e+00,0.01
1.852e+00,0.01
1.856e+00,0.01
1.860e+00,0.01
1.864e+00,0.01
1.868e+00,0.01
1.872e+00,0.01
1.876e+00,0.01
1.880e+00,0.01
1.884e+00,0.03
1.888e+00,0.01
1.892e+00,0.01
1.896e+00,0.01
1.900e+00,0.01
1.904e+00,0.01
1.908e+00,0.01
1.912e+00,0.01
1.916e+00,0.01
1.920e+00,0.01
1.924e+00,0.01
1.928e+00,0.01
1.932e+00,0.01
1.936e+00,0.01
1.940e+00,0.01
1.944e+00,-0.01
1.948e+00,0.01
1.952e+00,-0.01
1.956e+00,0.01
1.960e+00,0.01
1.964e+00,0.01
1.968e+00,0.01
1.972e+00,0.01
1.976e+00,-0.01
1.980e+00,-0.01
1.984e+00,0.01
1.988e+00,0.01
1.992e+00,0.01
1.996e+00,0.01

